competition_name,competition_id,host,match_day,season_name,season_id,match_id,event_vendor,tracking_vendor,home_team_name,home_team_id,guest_team_name,guest_team_id,result,country,stadium_id,stadium_name,precipitation,pitch_x,pitch_y,total_time_first_half,total_time_second_half,playing_time_first_half,playing_time_second_half,ds_parser_version,xg_tag,xg_sha1,xpass_tag,xpass_sha1,fps,match_string,slugified_match_string,Unnamed: 0,date,endPeriod1,endPeriod2,halfPeriod,homeTeamStartLeft,homeTeamStartLeftExtraTime,period1,period2,startPeriod1,startPeriod2,videoUrl,awayTeam.shortName,awayTeamKit.name,awayTeamKit.primaryColor,awayTeamKit.primaryTextColor,awayTeamKit.secondaryColor,awayTeamKit.secondaryTextColor,homeTeam.shortName,homeTeamKit.name,homeTeamKit.primaryColor,homeTeamKit.primaryTextColor,homeTeamKit.secondaryColor,homeTeamKit.secondaryTextColor,stadium.id,stadium.name,stadium.pitches
FIFA Men's World Cup,38,FIFA,2,2022,2022,3832,pff_fc,pff_fc,Tunisia,378,Australia,386,,,,,,,,,,,,,,,,,29.97,FIFA Men's World Cup 2022: 2.ST Tunisia - Australia,fifa-men-s-world-cup-2022-2-st-tunisia-australia,,2022-11-26T10:00:00,3212.379,6350,61.061,FALSE,,50.02891667,51.276,210.644,3273.44,https://epitome.pff.com/en/film_room/d2d5e290-d918-4626-9d01-cc391750d27b,AUS,Away,#003333,#00ff99,#003333,#00ff99,TUN,Away,#ffffff,#ff0000,#ff0000,#ffffff,191,Al Janoub Stadium,"[{'endDate': None, 'id': '503', 'length': 105.0, 'startDate': '2019-01-01', 'width': 68.0}]"
FIFA Men's World Cup,38,FIFA,2,2022,2022,3834,pff_fc,pff_fc,France,363,Denmark,367,,,,,,,,,,,,,,,,,29.97,FIFA Men's World Cup 2022: 2.ST France - Denmark,fifa-men-s-world-cup-2022-2-st-france-denmark,,2022-11-26T16:00:00,2976.176,6169.002,62.429,TRUE,,48.03636667,52.17328333,93.994,3038.605,https://epitome.pff.com/en/film_room/4abb6d83-6f1b-4d15-8639-fda254501c0e,DEN,Away,#ffffff,#ff0033,#ff0033,#ffffff,FRA,Home,#003366,#cc9933,#ffffff,#003366,190,Stadium 974,"[{'endDate': None, 'id': '640', 'length': 105.0, 'startDate': '2021-01-01', 'width': 68.0}]"
FIFA Men's World Cup,38,FIFA,2,2022,2022,3835,pff_fc,pff_fc,Argentina,364,Mexico,58,,,,,,,,,,,,,,,,,29.97,FIFA Men's World Cup 2022: 2.ST Argentina - Mexico,fifa-men-s-world-cup-2022-2-st-argentina-mexico,,2022-11-26T19:00:00,3128.328,6252.218,35.269,TRUE,,50.46491667,51.47701667,100.433,3163.597,https://epitome.pff.com/en/film_room/ee4514ad-b9a4-4265-b1de-0072f42384c2,MEX,Home,#006600,#ffffff,#ffffff,#ff0000,ARG,Home,#ffffff,#33ffff,#000000,#ffffff,193,Lusail Stadium,"[{'endDate': None, 'id': '87', 'length': 105.0, 'startDate': '2022-01-01', 'width': 68.0}]"
FIFA Men's World Cup,38,FIFA,2,2022,2022,3836,pff_fc,pff_fc,Japan,57,Costa Rica,385,,,,,,,,,,,,,,,,,29.97,FIFA Men's World Cup 2022: 2.ST Japan - Costa Rica,fifa-men-s-world-cup-2022-2-st-japan-costa-rica,,2022-11-27T10:00:00,2855.489,6017.984,83.149,TRUE,,45.96653333,51.32243333,97.497,2938.638,https://epitome.pff.com/en/film_room/423d17e1-c3ec-4746-a564-23f3327bbae1,CRC,Home,#ff0000,#0033ff,#ffffff,#ff0000,JPN,home,#3399ff,#ffffff,#3399ff,#ffffff,188,Ahmad Bin Ali Stadium,"[{'endDate': None, 'id': '478', 'length': 105.0, 'startDate': '2020-01-01', 'width': 68.0}]"
FIFA Men's World Cup,38,FIFA,2,2022,2022,3837,pff_fc,pff_fc,Belgium,362,Morocco,374,,,,,,,,,,,,,,,,,29.97,FIFA Men's World Cup 2022: 2.ST Belgium - Morocco,fifa-men-s-world-cup-2022-2-st-belgium-morocco,,2022-11-27T13:00:00,3128.962,6176.21,30.864,TRUE,,48.6987,50.27306667,207.04,3159.826,https://epitome.pff.com/en/film_room/2be033d8-cc20-4339-83a0-fefca0878591,MAR,Away,#ffffff,#006600,#ffffff,#ff0000,BEL,Home,#ff0000,#000000,#000000,#ff0000,192,Al Thumama Stadium,"[{'endDate': None, 'id': '678', 'length': 105.0, 'startDate': '2021-01-01', 'width': 68.0}]"
FIFA Men's World Cup,38,FIFA,2,2022,2022,3838,pff_fc,pff_fc,Croatia,371,Canada,380,,,,,,,,,,,,,,,,,29.97,FIFA Men's World Cup 2022: 2.ST Croatia - Canada,fifa-men-s-world-cup-2022-2-st-croatia-canada,,2022-11-27T16:00:00,3094.862,6229.63,72.772,TRUE,,50.01335,51.03326667,94.061,3167.634,https://epitome.pff.com/en/film_room/0119e7cd-de2a-4c0a-8c6a-461fe4a22f96,CAN,Alt,#000000,#ffffff,#ffffff,#000000,CRO,Home,#ffffff,#ff0000,#ffffff,#ff0000,187,Khalifa International Stadium,"[{'endDate': None, 'id': '628', 'length': 105.0, 'startDate': '1976-01-01', 'width': 68.0}]"
FIFA Men's World Cup,38,FIFA,2,2022,2022,3839,pff_fc,pff_fc,Spain,52,Germany,368,,,,,,,,,,,,,,,,,29.97,FIFA Men's World Cup 2022: 2.ST Spain - Germany,fifa-men-s-world-cup-2022-2-st-spain-germany,,2022-11-27T19:00:00,2921.788,6039.139,69.804,TRUE,,47.3073,50.79245,83.35,2991.592,https://epitome.pff.com/en/film_room/459fb8d0-dc81-4cce-b945-bf7a83f15283,GER,Home,#ffffff,#000000,#000000,#ffffff,ESP,Home,#cc0000,#ffff00,#0066cc,#ffff00,186,Al Bayt Stadium,"[{'endDate': None, 'id': '437', 'length': 105.0, 'startDate': '2021-01-01', 'width': 68.0}]"
FIFA Men's World Cup,38,FIFA,2,2022,2022,3840,pff_fc,pff_fc,Cameroon,379,Serbia,375,,,,,,,,,,,,,,,,,29.97,FIFA Men's World Cup 2022: 2.ST Cameroon - Serbia,fifa-men-s-world-cup-2022-2-st-cameroon-serbia,,2022-11-28T10:00:00,3268.769,6375.542,33.667,FALSE,,52.39183333,51.21843333,125.259,3302.436,https://epitome.pff.com/en/film_room/c96f834a-a595-44db-9f44-d9ec8cb333b4,SRB,Away,#ffffff,#ffcc00,#ffffff,#ff0000,CMR,Home,#006633,#ffff00,#ff0000,#ffff00,191,Al Janoub Stadium,"[{'endDate': None, 'id': '503', 'length': 105.0, 'startDate': '2019-01-01', 'width': 68.0}]"
FIFA Men's World Cup,38,FIFA,2,2022,2022,3841,pff_fc,pff_fc,South Korea,377,Ghana,383,,,,,,,,,,,,,,,,,29.97,FIFA Men's World Cup 2022: 2.ST South Korea - Ghana,fifa-men-s-world-cup-2022-2-st-south-korea-ghana,,2022-11-28T13:00:00,3194.561,6582.249,33.067,TRUE,,50.07175,55.91035,190.256,3227.628,https://epitome.pff.com/en/film_room/85450663-27a3-4208-894a-7a534b592d81,GHA,Home,#ffffff,#000000,#ffffff,#000000,KOR,Home,#ff0000,#000000,#ff0000,#000000,189,Education City Stadium,"[{'endDate': None, 'id': '45', 'length': 105.0, 'startDate': '2020-01-01', 'width': 68.0}]"
FIFA Men's World Cup,38,FIFA,2,2022,2022,3842,pff_fc,pff_fc,Brazil,361,Switzerland,370,,,,,,,,,,,,,,,,,29.97,FIFA Men's World Cup 2022: 2.ST Brazil - Switzerland,fifa-men-s-world-cup-2022-2-st-brazil-switzerland,,2022-11-28T16:00:00,2821.588,5943.51,67.201,TRUE,,45.98598333,50.91201667,62.429,2888.789,https://epitome.pff.com/en/film_room/f5ce9c55-7c6f-42c4-83a3-1d6db1768711,SUI,Home,#ff0000,#ffffff,#ffffff,#ff0000,BRA,Home,#ffff33,#00cc33,#ffffff,#00cc33,190,Stadium 974,"[{'endDate': None, 'id': '640', 'length': 105.0, 'startDate': '2021-01-01', 'width': 68.0}]"
FIFA Men's World Cup,38,FIFA,2,2022,2022,3843,pff_fc,pff_fc,Portugal,365,Uruguay,369,,,,,,,,,,,,,,,,,29.97,FIFA Men's World Cup 2022: 2.ST Portugal - Uruguay,fifa-men-s-world-cup-2022-2-st-portugal-uruguay,,2022-11-28T19:00:00,2970.537,6320.287,41.775,FALSE,,48.01078333,55.13291667,89.89,3012.312,https://epitome.pff.com/en/film_room/1dc07c6b-31ec-42d9-9856-d43174b95f4a,URU,Home,#99ffff,#000000,#000000,#ffffff,POR,Home,#990000,#339933,#990000,#339933,193,Lusail Stadium,"[{'endDate': None, 'id': '87', 'length': 105.0, 'startDate': '2022-01-01', 'width': 68.0}]"
FIFA Men's World Cup,38,FIFA,3,2022,2022,3844,pff_fc,pff_fc,Ecuador,381,Senegal,372,,,,,,,,,,,,,,,,,29.97,FIFA Men's World Cup 2022: 3.ST Ecuador - Senegal,fifa-men-s-world-cup-2022-3-st-ecuador-senegal,,2022-11-29T15:00:00,3110.944,6327.16,99.633,FALSE,,50.9971,51.94305,51.118,3210.577,https://epitome.pff.com/en/film_room/ad591583-5d76-4979-9ff7-718646818cd3,SEN,Home,#ffffff,#009900,#009900,#ffff00,ECU,Home,#ffff00,#003366,#003366,#ffff00,187,Khalifa International Stadium,"[{'endDate': None, 'id': '628', 'length': 105.0, 'startDate': '1976-01-01', 'width': 68.0}]"
FIFA Men's World Cup,38,FIFA,3,2022,2022,3845,pff_fc,pff_fc,Netherlands,366,Qatar,360,,,,,,,,,,,,,,,,,29.97,FIFA Men's World Cup 2022: 3.ST Netherlands - Qatar,fifa-men-s-world-cup-2022-3-st-netherlands-qatar,,2022-11-29T15:00:00,2972.639,6074.14,37.705,TRUE,,48.00966667,51.06326667,92.059,3010.344,https://epitome.pff.com/en/film_room/3a2f3387-a9b0-4ca7-b4dd-794614067fca,QAT,Away,#ffffcc,#990000,#ffffcc,#990000,NED,Home,#ff9933,#000000,#ff9933,#000000,186,Al Bayt Stadium,"[{'endDate': None, 'id': '437', 'length': 105.0, 'startDate': '2021-01-01', 'width': 68.0}]"
FIFA Men's World Cup,38,FIFA,3,2022,2022,3846,pff_fc,pff_fc,Wales,384,England,50,,,,,,,,,,,,,,,,,29.97,FIFA Men's World Cup 2022: 3.ST Wales - England,fifa-men-s-world-cup-2022-3-st-wales-england,,2022-11-29T19:00:00,3176.276,6180.046,63.564,TRUE,,50.0011,49.00343333,176.21,3239.84,https://epitome.pff.com/en/film_room/b975200b-9556-4db8-ba0c-257472772980,ENG,Home,#ffffff,#3399ff,#ffffff,#3399ff,WAL,Home,#ff0000,#ffffff,#ffffff,#ff0000,188,Ahmad Bin Ali Stadium,"[{'endDate': None, 'id': '478', 'length': 105.0, 'startDate': '2020-01-01', 'width': 68.0}]"
FIFA Men's World Cup,38,FIFA,3,2022,2022,3847,pff_fc,pff_fc,Iran,373,United States,51,,,,,,,,,,,,,,,,,29.97,FIFA Men's World Cup 2022: 3.ST Iran - United States,fifa-men-s-world-cup-2022-3-st-iran-united-states,,2022-11-29T19:00:00,3259.259,6632.265,80.347,TRUE,,52.08318333,54.87765,134.268,3339.606,https://epitome.pff.com/en/film_room/82056bcf-ab91-4674-8216-49d02112cd10,USA,Away,#0066cc,#ffffff,#0066cc,#ffffff,IRN,Home,#ffffff,#339933,#ffffff,#ff0033,192,Al Thumama Stadium,"[{'endDate': None, 'id': '678', 'length': 105.0, 'startDate': '2021-01-01', 'width': 68.0}]"
FIFA Men's World Cup,38,FIFA,3,2022,2022,3848,pff_fc,pff_fc,Australia,386,Denmark,367,,,,,,,,,,,,,,,,,29.97,FIFA Men's World Cup 2022: 3.ST Australia - Denmark,fifa-men-s-world-cup-2022-3-st-australia-denmark,,2022-11-30T15:00:00,2976.643,6128.962,89.223,TRUE,,46.99588333,51.0516,156.89,3065.866,https://epitome.pff.com/en/film_room/e37033bb-0396-4b60-bd5c-b823b0889d16,DEN,Home,#ff0033,#ffffff,#ffffff,#ff0033,AUS,Home,#ffff33,#009900,#009900,#ffff33,191,Al Janoub Stadium,"[{'endDate': None, 'id': '503', 'length': 105.0, 'startDate': '2019-01-01', 'width': 68.0}]"
FIFA Men's World Cup,38,FIFA,3,2022,2022,3849,pff_fc,pff_fc,Tunisia,378,France,363,,,,,,,,,,,,,,,,,29.97,FIFA Men's World Cup 2022: 3.ST Tunisia - France,fifa-men-s-world-cup-2022-3-st-tunisia-france,,2022-11-30T15:00:00,2903.203,6445.812,80.114,TRUE,,47.24001667,57.70825,68.802,2983.317,https://epitome.pff.com/en/film_room/4fbede60-0103-40a2-9aa4-eb4d2d6a9cf0,FRA,Home,#003366,#cc9933,#ffffff,#003366,TUN,Away,#ffffff,#ff0000,#ff0000,#ffffff,189,Education City Stadium,"[{'endDate': None, 'id': '45', 'length': 105.0, 'startDate': '2020-01-01', 'width': 68.0}]"
FIFA Men's World Cup,38,FIFA,3,2022,2022,3850,pff_fc,pff_fc,Poland,376,Argentina,364,,,,,,,,,,,,,,,,,29.97,FIFA Men's World Cup 2022: 3.ST Poland - Argentina,fifa-men-s-world-cup-2022-3-st-poland-argentina,,2022-11-30T19:00:00,2968.969,6102.903,73.273,TRUE,,48.10923333,51.01101667,82.415,3042.242,https://epitome.pff.com/en/film_room/38007f9b-83e1-404b-a359-ffa5521e320e,ARG,Away,#6633cc,#ccccff,#6633cc,#ccccff,POL,Home,#ffffff,#ff0000,#ff0000,#ffffff,190,Stadium 974,"[{'endDate': None, 'id': '640', 'length': 105.0, 'startDate': '2021-01-01', 'width': 68.0}]"
FIFA Men's World Cup,38,FIFA,3,2022,2022,3851,pff_fc,pff_fc,Saudi Arabia,382,Mexico,58,,,,,,,,,,,,,,,,,29.97,FIFA Men's World Cup 2022: 3.ST Saudi Arabia - Mexico,fifa-men-s-world-cup-2022-3-st-saudi-arabia-mexico,,2022-11-30T19:00:00,3258.759,6481,65.165,TRUE,,51.21343333,52.61793333,185.953,3323.924,https://epitome.pff.com/en/film_room/cbc144fb-fca5-445e-b479-8258fb35ff90,MEX,Home,#006600,#ffffff,#ffffff,#ff0000,KSA,Away,#ffffff,#006600,#ffffff,#006600,193,Lusail Stadium,"[{'endDate': None, 'id': '87', 'length': 105.0, 'startDate': '2022-01-01', 'width': 68.0}]"
FIFA Men's World Cup,38,FIFA,3,2022,2022,3852,pff_fc,pff_fc,Croatia,371,Belgium,362,,,,,,,,,,,,,,,,,29.97,FIFA Men's World Cup 2022: 3.ST Croatia - Belgium,fifa-men-s-world-cup-2022-3-st-croatia-belgium,,2022-12-01T15:00:00,3123.657,6119.72,57.291,TRUE,,48.95895,48.97953333,186.12,3180.948,https://epitome.pff.com/en/film_room/5cce040b-a08c-488b-8b95-a3b342df349b,BEL,Home,#ff0000,#000000,#000000,#ff0000,CRO,Home,#ffffff,#ff0000,#ffffff,#ff0000,188,Ahmad Bin Ali Stadium,"[{'endDate': None, 'id': '478', 'length': 105.0, 'startDate': '2020-01-01', 'width': 68.0}]"
FIFA Men's World Cup,38,FIFA,3,2022,2022,3853,pff_fc,pff_fc,Canada,380,Morocco,374,,,,,,,,,,,,,,,,,29.97,FIFA Men's World Cup 2022: 3.ST Canada - Morocco,fifa-men-s-world-cup-2022-3-st-canada-morocco,,2022-12-01T15:00:00,3049.216,6061.929,78.712,TRUE,,50.09731667,48.90001667,43.377,3127.928,https://epitome.pff.com/en/film_room/564a5ae5-45c5-4874-aa26-b549e76c46d3,MAR,Away,#ffffff,#006600,#ffffff,#ff0000,CAN,Home,#ff0000,#ffffff,#ffffff,#ff0000,192,Al Thumama Stadium,"[{'endDate': None, 'id': '678', 'length': 105.0, 'startDate': '2021-01-01', 'width': 68.0}]"
FIFA Men's World Cup,38,FIFA,3,2022,2022,3854,pff_fc,pff_fc,Japan,57,Spain,52,,,,,,,,,,,,,,,,,29.97,FIFA Men's World Cup 2022: 3.ST Japan - Spain,fifa-men-s-world-cup-2022-3-st-japan-spain,,2022-12-01T19:00:00,2868.101,6020.754,33.067,TRUE,,46.23956667,51.9931,93.727,2901.168,https://epitome.pff.com/en/film_room/015185d1-fbfc-4f6e-9516-c25a8d78fd2e,ESP,Home,#cc0000,#ffff00,#0066cc,#ffff00,JPN,home,#3399ff,#ffffff,#3399ff,#ffffff,187,Khalifa International Stadium,"[{'endDate': None, 'id': '628', 'length': 105.0, 'startDate': '1976-01-01', 'width': 68.0}]"
FIFA Men's World Cup,38,FIFA,3,2022,2022,3855,pff_fc,pff_fc,Costa Rica,385,Germany,368,,,,,,,,,,,,,,,,,29.97,FIFA Men's World Cup 2022: 3.ST Costa Rica - Germany,fifa-men-s-world-cup-2022-3-st-costa-rica-germany,,2022-12-01T19:00:00,2862.963,6252.753,88.188,TRUE,,46.00935,55.0267,102.402,2951.151,https://epitome.pff.com/en/film_room/d23fd2e0-cfbe-4cb4-a196-55238e848623,GER,Home,#ffffff,#000000,#000000,#ffffff,CRC,Home,#ff0000,#0033ff,#ffffff,#ff0000,186,Al Bayt Stadium,"[{'endDate': None, 'id': '437', 'length': 105.0, 'startDate': '2021-01-01', 'width': 68.0}]"
FIFA Men's World Cup,38,FIFA,3,2022,2022,3856,pff_fc,pff_fc,Ghana,383,Uruguay,369,,,,,,,,,,,,,,,,,29.97,FIFA Men's World Cup 2022: 3.ST Ghana - Uruguay,fifa-men-s-world-cup-2022-3-st-ghana-uruguay,,2022-12-02T15:00:00,3361.195,6712.312,68.635,TRUE,,53.07808333,54.70803333,176.51,3429.83,https://epitome.pff.com/en/film_room/889c06ed-d823-401f-abf9-1a8ae7933ced,URU,Home,#99ffff,#000000,#000000,#ffffff,GHA,Home,#ffffff,#000000,#ffffff,#000000,191,Al Janoub Stadium,"[{'endDate': None, 'id': '503', 'length': 105.0, 'startDate': '2019-01-01', 'width': 68.0}]"
FIFA Men's World Cup,38,FIFA,3,2022,2022,3857,pff_fc,pff_fc,South Korea,377,Portugal,365,,,,,,,,,,,,,,,,,29.97,FIFA Men's World Cup 2022: 3.ST South Korea - Portugal,fifa-men-s-world-cup-2022-3-st-south-korea-portugal,,2022-12-02T15:00:00,2868.836,6041.041,52.018,TRUE,,47.0604,52.00311667,45.212,2920.854,https://epitome.pff.com/en/film_room/1c332dfb-dcbe-4fc4-a2a0-08c42d8fdc8d,POR,Away,#ffffff,#990000,#ffffff,#006633,KOR,Home,#ff0000,#000000,#ff0000,#000000,189,Education City Stadium,"[{'endDate': None, 'id': '45', 'length': 105.0, 'startDate': '2020-01-01', 'width': 68.0}]"
FIFA Men's World Cup,38,FIFA,3,2022,2022,3858,pff_fc,pff_fc,Serbia,375,Switzerland,370,,,,,,,,,,,,,,,,,29.97,FIFA Men's World Cup 2022: 3.ST Serbia - Switzerland,fifa-men-s-world-cup-2022-3-st-serbia-switzerland,,2022-12-02T19:00:00,2917.951,6309.109,73.578,TRUE,,47.9574,55.293,40.507,2991.529,https://epitome.pff.com/en/film_room/9f046415-445a-47c5-8eb1-fd0b42ddf3af,SUI,Away,#ffffff,#ff0000,#ffffff,#ff0000,SRB,Home,#ff0000,#ffcc00,#ffffff,#ff0000,190,Stadium 974,"[{'endDate': None, 'id': '640', 'length': 105.0, 'startDate': '2021-01-01', 'width': 68.0}]"
FIFA Men's World Cup,38,FIFA,3,2022,2022,3859,pff_fc,pff_fc,Cameroon,379,Brazil,361,,,,,,,,,,,,,,,,,29.97,FIFA Men's World Cup 2022: 3.ST Cameroon - Brazil,fifa-men-s-world-cup-2022-3-st-cameroon-brazil,,2022-12-02T19:00:00,3038.305,6373.941,32.499,TRUE,,48.94895,55.05228333,101.368,3070.804,https://epitome.pff.com/en/film_room/86a25265-5aff-44d2-a3f6-627b84990b36,BRA,Away,#3399ff,#00cc33,#ffffff,#3399ff,CMR,Home,#006633,#ffff00,#ff0000,#ffff00,193,Lusail Stadium,"[{'endDate': None, 'id': '87', 'length': 105.0, 'startDate': '2022-01-01', 'width': 68.0}]"
FIFA Men's World Cup,38,FIFA,4,2022,2022,10506,pff_fc,pff_fc,Japan,57,Croatia,371,,,,,,,,,,,,,,,,,29.97,FIFA Men's World Cup 2022: 4.ST Japan - Croatia,fifa-men-s-world-cup-2022-4-st-japan-croatia,,2022-12-05T15:00:00,,,,TRUE,1,,,,,https://epitome.pff.com/en/film_room/64cb53e8-1f18-46d7-b6f9-7a6194735041,CRO,Home,#ffffff,#ff0000,#ffffff,#ff0000,JPN,home,#3399ff,#ffffff,#3399ff,#ffffff,191,Al Janoub Stadium,"[{'endDate': None, 'id': '503', 'length': 105.0, 'startDate': '2019-01-01', 'width': 68.0}]"
FIFA Men's World Cup,38,FIFA,4,2022,2022,10508,pff_fc,pff_fc,Morocco,374,Spain,52,,,,,,,,,,,,,,,,,29.97,FIFA Men's World Cup 2022: 4.ST Morocco - Spain,fifa-men-s-world-cup-2022-4-st-morocco-spain,,2022-12-06T15:00:00,,,,FALSE,1,,,,,https://epitome.pff.com/en/film_room/3d82f05b-1338-47c1-aa53-e167253bd3fc,ESP,Away,#66ffff,#cc0000,#0066cc,#66ffff,MAR,Home,#ff0000,#006600,#ffffff,#ff0000,189,Education City Stadium,"[{'endDate': None, 'id': '45', 'length': 105.0, 'startDate': '2020-01-01', 'width': 68.0}]"
FIFA Men's World Cup,38,FIFA,8,2022,2022,10517,pff_fc,pff_fc,Argentina,364,France,363,,,,,,,,,,,,,,,,,29.97,FIFA Men's World Cup 2022: 8.ST Argentina - France,fifa-men-s-world-cup-2022-8-st-argentina-france,,2022-12-18T15:00:00,,,,TRUE,1,,,,,https://epitome.pff.com/en/film_room/0d77770d-6029-4fb0-b3b0-0ea38ac14337,FRA,Home,#003366,#cc9933,#ffffff,#003366,ARG,Home,#ffffff,#33ffff,#000000,#ffffff,193,Lusail Stadium,"[{'endDate': None, 'id': '87', 'length': 105.0, 'startDate': '2022-01-01', 'width': 68.0}]"
FIFA Men's World Cup,38,FIFA,5,2022,2022,10510,pff_fc,pff_fc,Croatia,371,Brazil,361,,,,,,,,,,,,,,,,,29.97,FIFA Men's World Cup 2022: 5.ST Croatia - Brazil,fifa-men-s-world-cup-2022-5-st-croatia-brazil,,2022-12-09T15:00:00,,,,TRUE,1,,,,,https://epitome.pff.com/en/film_room/ae543588-0724-455a-9f43-e912762c131e,BRA,Home,#ffff33,#00cc33,#ffffff,#00cc33,CRO,Home,#ffffff,#ff0000,#ffffff,#ff0000,189,Education City Stadium,"[{'endDate': None, 'id': '45', 'length': 105.0, 'startDate': '2020-01-01', 'width': 68.0}]"
FIFA Men's World Cup,38,FIFA,5,2022,2022,10511,pff_fc,pff_fc,Netherlands,366,Argentina,364,,,,,,,,,,,,,,,,,29.97,FIFA Men's World Cup 2022: 5.ST Netherlands - Argentina,fifa-men-s-world-cup-2022-5-st-netherlands-argentina,,2022-12-09T19:00:00,,,,TRUE,1,,,,,https://epitome.pff.com/en/film_room/8a3b2576-6ab7-4d94-9346-b4921ca011bb,ARG,Home,#ffffff,#33ffff,#000000,#ffffff,NED,Home,#ff9933,#000000,#ff9933,#000000,193,Lusail Stadium,"[{'endDate': None, 'id': '87', 'length': 105.0, 'startDate': '2022-01-01', 'width': 68.0}]"
FIFA Men's World Cup,38,FIFA,2,2022,2022,3833,pff_fc,pff_fc,Poland,376,Saudi Arabia,382,,,,,,,,,,,,,,,,,29.97,FIFA Men's World Cup 2022: 2.ST Poland - Saudi Arabia,fifa-men-s-world-cup-2022-2-st-poland-saudi-arabia,,2022-11-26T13:00:00,3442.109,6611.177,44.745,TRUE,,55.02391667,52.07205,140.674,3486.854,https://epitome.pff.com/en/film_room/f24f462f-5cb4-443d-a83e-0ad87f9ddd3b,KSA,Home,#006600,#ffffff,#006600,#ffffff,POL,Home,#ffffff,#ff0000,#ff0000,#ffffff,189,Education City Stadium,"[{'endDate': None, 'id': '45', 'length': 105.0, 'startDate': '2020-01-01', 'width': 68.0}]"
